index,cities,name,address,description,score,url,bonus,latitude,longitude
0,Bormes les Mimosas,Hostellerie du Cigalou - Les Collectionneurs,"Place Gambetta, 83230 Bormes-les-Mimosas, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hostellerie du Cigalou - Les Collectionneurs ! Connectez-vous pour économiser. Cet hôtel 3 étoiles est situé dans le village médiéval de Bormes-les-Mimosas, à seulement 25 minutes de route de Toulon. Doté d'une piscine extérieure entourée de mimosas, il dispose de chambres présentant chacune leur propre décoration.Les chambres et les suites de l'Hostellerie du Cigalou comprennent également une télévision à écran LCD et une salle de bains privative. Elles sont climatisées et un minibar peut y être ajouté sur demande.Le petit-déjeuner buffet peut être servi dans la salle à manger ou sur la terrasse commune. L'établissement comporte également un bar-restaurant sur place qui propose des spécialités provençales et des cocktails.Vous pourrez profiter gratuitement d'une connexion Wi-Fi dans les parties communes ainsi que d'un parking se trouvant à proximité de l'hôtel. Comptant parmi les passages obligés dans la région à visiter, les villes d'Hyères et de Saint-Tropez sont toutes deux situées à moins de 30 km.Chaîne hôtelière/marque:les CollectionneursEn voir plus",7.7,https://www.booking.com/hotel/fr/hostellerie-du-cigalou.fr.html,Empty,43.1519579,6.3432835
0,Bormes les Mimosas,Camping Clau Mar Jo,"895 Chemin de Benat, 83230 Bormes-les-Mimosas, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Camping Clau Mar Jo ! Connectez-vous pour économiser. Situé à Bormes-les-Mimosas, en région Provence-Alpes-Côte d'Azur, à 2 km de la mer Méditerranée, le Camping Clau Mar Jo met à votre disposition une connexion Wi-Fi payante dans l'ensemble de ses locaux.Tous les mobile homes comprennent une terrasse privée, un mobilier de jardin, un coin repas et une salle de bains privative pourvue d'une douche. Leur cuisine entièrement équipée dispose d'un micro-ondes et d'un réfrigérateur.Le Camping Clau Mar Jo se trouve à seulement 500 mètres d'un supermarché, à 3 km du Lavandou et à 21 km d'Hyères. Enfin, un parking privé est disponible gratuitement sur place.L'établissement Camping Clau Mar Jo accueille des clients Booking.com depuis le 29 juin 2012.En voir plus",7.7,https://www.booking.com/hotel/fr/cmaping-clau-mar-jo.fr.html,Empty,43.13461923,6.34677574
0,Bormes les Mimosas,Studio cabine Les Rives de la Favière piscine et tennis les pieds dans l'eau,"Résidence les Rives de la Favière, 83230 Bormes-les-Mimosas, France","Doté d'une piscine privée, le Studio cabine Les Rives de la Favière piscine et tennis les pieds dans l'eau est situé à Bormes-les-Mimosas, à seulement 700 mètres de la Faviere et à 1,2 km de la plage de la Pointe de Gouron. Cet hébergement en bord de mer dispose d'un balcon, d'un court de tennis, d'un parking privé gratuit et d'une connexion Wi-Fi gratuite.Cet appartement climatisé comprend une chambre, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une douche et d'un sèche-cheveux. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.Vous pourrez profiter d'une piscine extérieure et d'une terrasse sur place. La région est prisée pour pratiquer la randonnée.Vous séjournerez à 1,3 km de la plage de l'Anglade et à 42 km de la gare de Toulon. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 24 km.L'établissement Studio cabine Les Rives de la Favière piscine et tennis les pieds dans l'eau accueille des clients Booking.com depuis le 8 juin 2020.En voir plus",8.0,https://www.booking.com/hotel/fr/studio-cabine-les-rives-de-la-faviere.fr.html,Empty,43.1208921,6.3578873
0,Bormes les Mimosas,Studio Bormes Les Mimosas,"Appartement 158  2ème étage 60 Avenue des Violettes, 83230 Bormes-les-Mimosas, France","Le Studio Bormes Les Mimosas est situé à Bormes-les-Mimosas, à 1 km de la plage de la Pointe de Gouron, à 41 km de la gare de Toulon et à 42 km du Zénith Oméga Toulon. Doté d'un parking privé gratuit, il se trouve à 500 mètres de la Faviere et à 1 km de la plage de l'Anglade.Cet appartement comprend une terrasse, une chambre, un salon et une kitchenette bien équipée. Il dispose également d'une télévision à écran plat.Vous séjournerez à 600 mètres de La Favière et à 24 km du centre d'art Villa Noailles. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 23 km.L'établissement Studio Bormes Les Mimosas accueille des clients Booking.com depuis le 13 mai 2023.En voir plus",6.2,https://www.booking.com/hotel/fr/studio-bormes-les-mimosas-bormes-les-mimosas1.fr.html,Empty,43.122132,6.3559886
0,Bormes les Mimosas,Les embruns,"avenue de la mer, 83230 Bormes-les-Mimosas, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les embruns ! Connectez-vous pour économiser. Offrant une vue sur le jardin, l'hébergement Les embruns est situé à Bormes-les-Mimosas, à 1,3 km de la plage de l'Anglade et de la plage de la Pointe de Gouron. Situé à 700 mètres de la Faviere, il dispose d'une terrasse et d'un parking privé gratuit.Cet appartement climatisé comprend une chambre, un salon, une kitchenette entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une douche et d'un sèche-cheveux. Il dispose également d'une télévision à écran plat.Vous séjournerez à 41 km de la gare de Toulon et à 42 km du Zénith Oméga. L'aéroport de Toulon-Hyères, le plus proche, est implanté à 23 km.En voir plus",8.4,https://www.booking.com/hotel/fr/les-embruns-bormes-les-mimosas.fr.html,Empty,43.12235696,6.35379444
0,Bormes les Mimosas,Le Mirage,"38, Rue De La Vue Des Iles, 83230 Bormes-les-Mimosas, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Mirage ! Connectez-vous pour économiser. L'hôtel Le Mirage est niché au cœur d'un lieu reposant, un équilibre parfait entre mer et nature, pour vous offrir une expérience inoubliable tout au long de votre séjour.Le temps d'une nuit ou d'un séjour, que vous soyez en famille ou entre amis, profitez pleinement de notre hôtel, nid douillet niché à Bormes-les-Mimosas, pour vous détendre et vivre une expérience bien-être idéale.Passez vos journées à flâner dans le village, à découvrir son histoire ou à vous rendre à la plage pour vous prélasser au soleil. Vous pouvez également choisir de rester au bord de notre piscine extérieure, pour faire place à la sérénité, pour déguster nos cocktails sur notre terrasse avec sa vue imprenable.Après un délicieux repas sain dans notre restaurant, profitez de votre soirée et détendez-vous au calme de votre chambre avec sa vue panoramique sur la mer et le village de Bormes-les-Mimosas.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,5 pour un séjour à deux.En voir plus",9.1,https://www.booking.com/hotel/fr/le-domaine-du-mirage.fr.html,Empty,43.14456855,6.35168418
0,Bormes les Mimosas,Bormes - Le Loft,"101 Rue Carnot, 83230 Bormes-les-Mimosas, France","Le Bormes - Le Loft est situé à Bormes-les-Mimosas, à 39 km de la gare de Toulon, à 39 km du Zénith de Toulon et à 5,7 km de La Favière. Cet appartement se trouve à 31 km de l'université du Sud de Toulon et à 32 km de l'école d'ingénieurs SeaTech.Cet appartement comprend une chambre, un salon ainsi qu'une cuisine entièrement équipée avec un réfrigérateur et un four. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 21 km du centre d'art Villa Noailles et à 14 km du parcours de golf de Valcros. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 21 km.L'établissement Bormes - Le Loft accueille des clients Booking.com depuis le 19 juin 2023.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",9.0,https://www.booking.com/hotel/fr/bormes-le-loft.fr.html,Empty,43.1507533,6.3406583
0,Bormes les Mimosas,La petite Provence,"2 Rue des Marchands, 83230 Bormes-les-Mimosas, France","Dotée d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, La petite Provence est un hébergement situé à Bormes-les-Mimosas. Cet appartement se trouve à 39 km de la gare de Toulon et à 40 km du Zénith Oméga Toulon.Cet appartement comprend une chambre, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une douche et d'articles de toilette gratuits. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 5 km de La Favière et à 22 km du centre d'art Villa Noailles. L'aéroport de Toulon-Hyères, le plus proche, est implanté à 21 km.L'établissement La petite Provence accueille des clients Booking.com depuis le 12 juin 2021.En voir plus",8.7,https://www.booking.com/hotel/fr/lovely-place-for-2.fr.html,Empty,43.15127099,6.34190677
0,Bormes les Mimosas,FACE MER ENTRE PLAGE ET MARINA,"Boulevard du port, résidence l'esquilette, entrée le courlis, 83230 Bormes-les-Mimosas, France","Situé à Bormes-les-Mimosas, le FACE MER ENTRE PLAGE ET MARINA propose un hébergement climatisé avec une piscine privée, une vue sur la mer et un balcon. Situé à 300 mètres de la Faviere, il propose une piscine extérieure ouverte en saison et un parking privé gratuit.Cet appartement dispose d'une télévision à écran plat. La kitchenette est équipée d'un réfrigérateur, d'un four, d'un micro-ondes, d'une machine à café et d'une bouilloire.Vous séjournerez à proximité des plages de la Pointe de Gouron, de l'Anglade et de La Favière. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 24 km.En voir plus",8.8,https://www.booking.com/hotel/fr/face-mer-entre-plage-et-marina.fr.html,Empty,43.12135899,6.36352754
0,Bormes les Mimosas,"T2 BORMES LES MIMOSAS, La Faviere à 5 mn à pieds de la plage","Résidence Les  Jardins du Golfe. 420 BD de la plage, 83230 Bormes-les-Mimosas, France","Le T2 BORMES LES MIMOSAS, La Faviere à 5 mn à pieds de la plage est situé à Bormes-les-Mimosas, à 1 km de la plage de l'Anglade et à 1,1 km de la plage de la Pointe de Gouron, dans une région propice à la randonnée. Situé à 500 mètres de Faviere, l'établissement dispose d'une plage privée et d'un parking privé gratuit.Offrant une vue sur le jardin, cet appartement comprend une terrasse, une chambre, un salon, une télévision à écran plat, une kitchenette équipée d'un réfrigérateur et d'un four ainsi qu'une salle de bains pourvue d'une douche.Vous séjournerez à 41 km de la gare de Toulon et à 42 km du Zénith Oméga. L'aéroport le plus proche, celui de Toulon-Hyères, est situé à 23 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,8 pour un séjour à deux.En voir plus",8.7,https://www.booking.com/hotel/fr/t2-bormes-les-mimosas-la-faviere-a-5-mn-a-pieds-de-la-plage.fr.html,Empty,43.1238127,6.3581327
0,Bormes les Mimosas,Appartement La Favière,"140 Boulevard du Front de Mer, 83230 Bormes-les-Mimosas, France","L'Appartement La Favière est situé à Bormes-les-Mimosas, à 600 mètres de la plage de l'Anglade, de la plage de la Pointe de Gouron et à 42 km de la gare de Toulon. Situé à 300 mètres de Faviere, l'établissement dispose d'une terrasse et d'un parking privé gratuit.Cet appartement climatisé comprend une chambre séparée, un salon, une kitchenette entièrement équipée et une salle de bains. Il dispose également d'une télévision à écran plat.Vous séjournerez à 42 km du Zénith Oméga de Toulon et à moins de 1 km de La Favière. L'aéroport de Toulon-Hyères, le plus proche, est implanté à 24 km.En voir plus",10.0,https://www.booking.com/hotel/fr/appartement-la-faviere-bormes-les-mimosas.fr.html,Empty,43.1236194,6.3592341
0,Bormes les Mimosas,Hôtel Les Palmiers,"240 Chemin du Petit Fort, 83230 Bormes-les-Mimosas, France","Situé au cœur d'une zone naturelle très bien conservée, dans un ancien village de pêcheurs face à l'île de Porquerolles, l'Hôtel Les Palmiers se trouve à seulement 300 mètres de la mer. Cet établissement possède une piscine extérieure et met gratuitement une connexion Wi-Fi à votre disposition.Il propose des chambres confortables dotées d'une salle de bains privative et d'une télévision par satellite. Certaines disposent d'une terrasse offrant une vue sur la piscine, et les autres donnent sur le jardin.Vous trouverez à l'Hotel Les Palmiers tout le charme provençal, avec le chant des cigales et le parfum des pins. Vous pourrez également partir à la découverte des plages de sable blanc, des criques sauvages et profiter de couchers de soleil uniques.Situé à 8 km de l'établissement, le port du Lavandou vous permettra de prendre un ferry à destination de l'île de Porquerolles. L'aéroport de Toulon-Hyères est à 20 km de l'hôtel.L'établissement Hôtel Les Palmiers accueille des clients Booking.com depuis le 24 juin 2009.En voir plus",8.6,https://www.booking.com/hotel/fr/les-palmiers-bormes-les-mimosas.fr.html,Empty,43.10286293,6.32735252
0,Bormes les Mimosas,"Studio spacieux proche plage. Wi-fi, climatisation","539 Avenue de la Mer, 83230 Bormes-les-Mimosas, France","Situé à Bormes-les-Mimosas, à seulement 300 mètres de la Favière, le Studio spacieux proche plage dispose d'une connexion Wi-Fi gratuite. Cet appartement se trouve à 41 km de la gare de Toulon et à 42 km du Zénith Oméga Toulon.Cet appartement climatisé comprend une chambre, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une douche et d'un sèche-cheveux. Vous disposerez également d'une télévision à écran plat et d'un lecteur CD.Vous pourrez profiter d'une terrasse sur place et faire de la randonnée dans les environs.Vous séjournerez à proximité de sites d'intérêt tels que la plage de l'Anglade, la Pointe de Gouron et La Favière. L'aéroport de Toulon-Hyères, le plus proche, est à 23 km.L'établissement Studio spacieux proche plage. Wi-fi, climatisation accueille des clients Booking.com depuis le 9 janv. 2022.En voir plus",8.8,https://www.booking.com/hotel/fr/studio-spacieux-proche-plage-wi-fi-climatisation.fr.html,Empty,43.12287159,6.35743471
0,Bormes les Mimosas,Hotel Les Jardins de Bormes,"5478 Avenue Lou Mistraou, 83230 Bormes-les-Mimosas, France","Situé à 4 km de Bormes-les-Mimosas et à 3 km des plages de l’Estagnol, l’Hotel Les Jardins de Bormes est un établissement design proposant une terrasse, une piscine extérieure et un jacuzzi. Vous pourrez profiter de chaises longues et de transats au bord de la piscine. Le parking privé sur place est gratuit.Les chambres climatisées disposent d'une télévision à écran plat, d'une connexion Wi-Fi gratuite et d'une salle de bains privative avec douche.Un petit-déjeuner buffet incluant des confitures maison est servi chaque matin.Enfin, vous séjournerez à 16 km de Hyères et à 35 km de Saint-Tropez. L'établissement Hotel Les Jardins de Bormes accueille des clients Booking.com depuis le 4 sept. 2013.En voir plus",8.6,https://www.booking.com/hotel/fr/new-life.fr.html,Empty,43.14893354,6.30326629
0,Bormes les Mimosas,Appartement pieds dans l’eau Vue Mer Bormes Les Mimosas,"13 Boulevard du Front de Mer, 83230 Bormes-les-Mimosas, France","Situé à Bormes-les-Mimosas, à 700 mètres de la plage de la Pointe de Gouron et de celle de l'Anglade, l'Appartement pieds dans l'eau Vue Mer Bormes Les Mimosas propose la climatisation. Situé à 90 mètres de Faviere, l'établissement dispose d'une terrasse et d'un parking privé gratuit.Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un réfrigérateur et d'un micro-ondes. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.Vous pourrez pratiquer la plongée avec tuba dans les environs.Vous séjournerez à 41 km de la gare de Toulon et à 42 km du Zénith Oméga. L'aéroport de Toulon-Hyères est le plus proche, 24 km de l'Appartement pieds dans l'eau Vue Mer Bormes Les Mimosas.L'établissement Appartement pieds dans l’eau Vue Mer Bormes Les Mimosas accueille des clients Booking.com depuis le 4 mai 2023.En voir plus",9.5,https://www.booking.com/hotel/fr/appartement-pieds-dans-l-eau-vue-mer-bormes-les-mimosas.fr.html,Empty,43.12215305,6.35946358
1,Aups,Le Grand Hotel,"2 Place Gendarme Duchatel, 83630 Aups, France","Le Grand Hôtel, à Aups, se trouve à seulement 50 mètres du célèbre marché aux truffes. Son restaurant sert une cuisine traditionnelle et régionale préparée à base d'ingrédients frais locaux. Vous aurez à disposition une terrasse, sur laquelle vous pourrez prendre vos repas, ainsi qu'un bar.Les chambres sont dotées d'une salle de bains privative avec douche, d'un ventilateur, d'une télévision à écran plat et d'un bureau. Elles sont insonorisées et disposent du chauffage en hiver.À 15 minutes du Grand Hôtel, dans le parc régional du Verdon, vous trouverez les gorges du Verdon et le lac de Sainte-Croix.En voir plus",8.2,https://www.booking.com/hotel/fr/le-grand-aups.fr.html,Empty,43.62772929,6.22333378
1,Aups,Hôtel Restaurant le Saint Marc,"7 Rue Jean-Pierre Aloisi, 83630 Aups, France","Situé à Aups, l'Hotel La Saint-Marc propose un restaurant sur place et une connexion Wi-Fi gratuite. Vous séjournerez à 15 km du Verdon et du lac Sainte-Croix.Cet hôtel propose des chambres familiales et une chambre double avec balcon. Certaines chambres possèdent une salle de bains privative complète.Un petit-déjeuner continental peut être servi moyennant des frais supplémentaires. Le restaurant sur place sert des spécialités de truffes. Vous trouverez des restaurants, des bars et des marchés dans le village.Vous séjournerez à 61 km de Manosque et à 60 km de Fréjus. Un parking public est disponible gratuitement à proximité.L'établissement Hôtel Restaurant le Saint Marc accueille des clients Booking.com depuis le 12 nov. 2013.En voir plus",8.4,https://www.booking.com/hotel/fr/le-saint-marc.fr.html,Empty,43.62740506,6.22487336
1,Aups,Auberge de la Tour,"1 Rue Jean Pierre Aloisi, 83630 Aups, France","L’Auberge de la Tour est située à Aups, à seulement 20 minutes en voiture du parc naturel du Verdon et du lac de Sainte-Croix. Draguignan est à 30 km.L'établissement possède un restaurant avec une terrasse et un jardin. Vous pourrez prendre vos repas à l'intérieur du restaurant ou sur la terrasse.Offrant une vue sur le jardin, les chambres comprennent une télévision à écran plat et un sèche-cheveux. Vous pourrez pratiquer diverses activités sur place ou dans les environs, comme le vélo et la randonnée.Vous bénéficierez gratuitement d'une connexion Wi-Fi dans les parties communes et de places de stationnement publiques dans le village. Sainte-Maxime est à 60 km et l'aéroport de Nice-Côte d'Azur à 79 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour à deux.L'établissement Auberge de la Tour accueille des clients Booking.com depuis le 7 mars 2014.En voir plus",8.1,https://www.booking.com/hotel/fr/auberge-de-la-tour-aups1.fr.html,Empty,43.62753087,6.22446433
